strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/Iquique/67396/2018	2018-07-26	h3n2_flu	South America	Chile	Human	EPI_ISL_355819	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/67766/2018	2018-08-10	h3n2_flu	South America	Chile	Human	EPI_ISL_355820	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Concepcion/68212/2018	2018-08-05	h3n2_flu	South America	Chile	Human	EPI_ISL_355821	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Concepcion/68213/2018	2018-08-03	h3n2_flu	South America	Chile	Human	EPI_ISL_355822	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Concepcion/68214/2018	2018-08-06	h3n2_flu	South America	Chile	Human	EPI_ISL_355823	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Iquique/69961/2018	2018-08-07	h3n2_flu	South America	Chile	Human	EPI_ISL_355824	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Iquique/70019/2018	2018-08-08	h3n2_flu	South America	Chile	Human	EPI_ISL_355825	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Iquique/73976/2018	2018-08-10	h3n2_flu	South America	Chile	Human	EPI_ISL_355826	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Temuco/79796/2018	2018-08-20	h3n2_flu	South America	Chile	Human	EPI_ISL_355827	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Temuco/79799/2018	2018-07-19	h3n2_flu	South America	Chile	Human	EPI_ISL_355828	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Concepcion/50847/2018	2018-06-18	h3n2_flu	South America	Chile	Human	EPI_ISL_355830	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/56993/2018	2018-07-10	h3n2_flu	South America	Chile	Human	EPI_ISL_355831	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/57803/2018	2018-07-12	h3n2_flu	South America	Chile	Human	EPI_ISL_355832	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/58218/2018	2018-07-14	h3n2_flu	South America	Chile	Human	EPI_ISL_355833	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/59280/2018	2018-07-18	h3n2_flu	South America	Chile	Human	EPI_ISL_355834	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Concepcion/61027/2018	2018-07-10	h3n2_flu	South America	Chile	Human	EPI_ISL_355835	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Temuco/64942/2018	2018-07-26	h3n2_flu	South America	Chile	Human	EPI_ISL_355836	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Temuco/74961/2018	2018-08-29	h3n2_flu	South America	Chile	Human	EPI_ISL_355837	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Iquique/81049/2018	2018-08-25	h3n2_flu	South America	Chile	Human	EPI_ISL_355838	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/82875/2018	2018-09-28	h3n2_flu	South America	Chile	Human	EPI_ISL_355839	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Temuco/84454/2018	2018-08-28	h3n2_flu	South America	Chile	Human	EPI_ISL_355840	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Temuco/88991/2018	2018-08-11	h3n2_flu	South America	Chile	Human	EPI_ISL_355841	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Concepcion/47503/2018	2018-06-05	h3n2_flu	South America	Chile	Human	EPI_ISL_355842	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Concepcion/49711/2018	2018-06-13	h3n2_flu	South America	Chile	Human	EPI_ISL_355843	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Iquique/7371/2019	2019-01-04	h3n2_flu	South America	Chile	Human	EPI_ISL_355844	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Iquique/10652/2019	2019-01-22	h3n2_flu	South America	Chile	Human	EPI_ISL_355845	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Iquique/16325/2019	2019-02-11	h3n2_flu	South America	Chile	Human	EPI_ISL_355846	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Iquique/19398/2019	2019-02-19	h3n2_flu	South America	Chile	Human	EPI_ISL_355847	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Iquique/19400/2019	2019-02-13	h3n2_flu	South America	Chile	Human	EPI_ISL_355848	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Iquique/21652/2019	2019-02-21	h3n2_flu	South America	Chile	Human	EPI_ISL_355849	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Santiago/21659/2019	2019-03-06	h3n2_flu	South America	Chile	Human	EPI_ISL_355850	Instituto de Salud Publica de Chile	Instituto de Salud Publica de Chile
A/Colombia/4167/2019	2019-04-26	h3n2_flu	South America	Colombia	Human	EPI_ISL_363830	Centers for Disease Control and Prevention	Instituto Nacional de Salud de Columbia
A/Colombia/2312/2019	2019-03-25	h3n2_flu	South America	Colombia	Human	EPI_ISL_363834	Centers for Disease Control and Prevention	Instituto Nacional de Salud de Columbia
A/Colombia/2338/2019	2019-04-22	h3n2_flu	South America	Colombia	Human	EPI_ISL_363836	Centers for Disease Control and Prevention	Instituto Nacional de Salud de Columbia
A/Colombia/2313/2019	2019-04-01	h3n2_flu	South America	Colombia	Human	EPI_ISL_363838	Centers for Disease Control and Prevention	Instituto Nacional de Salud de Columbia
A/Bolivia/594/2019	2019-05-23	h3n2_flu	South America	Bolivia	Human	EPI_ISL_363946	Centers for Disease Control and Prevention	CENETROP
A/Bolivia/576/2019	2019-05-22	h3n2_flu	South America	Bolivia	Human	EPI_ISL_363948	Centers for Disease Control and Prevention	CENETROP
A/Bolivia/586/2019	2019-05-22	h3n2_flu	South America	Bolivia	Human	EPI_ISL_363949	Centers for Disease Control and Prevention	CENETROP
A/Bolivia/591/2019	2019-05-18	h3n2_flu	South America	Bolivia	Human	EPI_ISL_363950	Centers for Disease Control and Prevention	CENETROP
A/Bolivia/592/2019	2019-05-23	h3n2_flu	South America	Bolivia	Human	EPI_ISL_363951	Centers for Disease Control and Prevention	CENETROP
A/Argentina/58/2019	2019-04-29	h3n2_flu	South America	Argentina	Human	EPI_ISL_363992	Centers for Disease Control and Prevention	Instituto Nacional de Enfermedades Infecciosas
A/Argentina/67/2019	2019-05-03	h3n2_flu	South America	Argentina	Human	EPI_ISL_363995	Centers for Disease Control and Prevention	Instituto Nacional de Enfermedades Infecciosas
A/Uruguay/304/2019	2019-06-25	h3n2_flu	South America	Uruguay	Human	EPI_ISL_380099	Centers for Disease Control and Prevention	Departamento de Laboratorio de Salud Pública (DLSP)
A/Alagoas/579/2019	2019-06-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_397207	Centers for Disease Control and Prevention	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Chile/5905/2019	2019-11-04	h3n2_flu	South America	Chile	Human	EPI_ISL_404534	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Chile/3981/2019	2019-10-26	h3n2_flu	South America	Chile	Human	EPI_ISL_404535	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Chile/2585/2019	2019-10-16	h3n2_flu	South America	Chile	Human	EPI_ISL_404536	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Chile/1978/2019	2019-11-24	h3n2_flu	South America	Chile	Human	EPI_ISL_404630	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Chile/1699/2019	2019-11-27	h3n2_flu	South America	Chile	Human	EPI_ISL_404631	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Chile/0266/2019	2019-11-07	h3n2_flu	South America	Chile	Human	EPI_ISL_404632	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Chile/7868/2019	2019-11-07	h3n2_flu	South America	Chile	Human	EPI_ISL_404633	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Chile/7066/2019	2019-11-11	h3n2_flu	South America	Chile	Human	EPI_ISL_404634	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Peru/113154619/2019	2019-11-15	h3n2_flu	South America	Peru	Human	EPI_ISL_413236	Centers for Disease Control and Prevention	Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud
A/Bolivia/1965/2019	2019-10-18	h3n2_flu	South America	Bolivia	Human	EPI_ISL_421117	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Bolivia/1978/2019	2019-10-21	h3n2_flu	South America	Bolivia	Human	EPI_ISL_421123	Centers for Disease Control and Prevention	Instituto Nacional de Laboratoriosde Salud (INLASA)
A/Santiago/PUC-MVL_UNK003/2019	2019	h3n2_flu	South America	Chile	Human	EPI_ISL_503085	?	?
A/Santiago/PUC-MVL_UNK002/2018	2018	h3n2_flu	South America	Chile	Human	EPI_ISL_503093	?	?
A/Santiago/op001d1-CK1/2018	2018	h3n2_flu	South America	Chile	Human	EPI_ISL_503109	?	?
A/Brazil/RP_2019/2019	2019-06-19	h3n2_flu	South America	Brazil	Human	EPI_ISL_503627	?	?
A/Sao_Paulo/IAL/C6823/2021	2021-11-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_7565153	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C6824/2021	2021-11-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_7565154	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C6825/2021	2021-11-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_7565155	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C6837/2021	2021-12-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_7654294	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Acre/181232-IEC/2021	2021-12-16	h3n2_flu	South America	Brazil	Human	EPI_ISL_10783588	Evandro Chagas Institute	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Acre/181240-IEC/2021	2021-12-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_10784097	Evandro Chagas Institute	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Paraiba/181464-IEC/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_10832979	Evandro Chagas Institute	LACEN/PB - Laboratório Central de Saúde Pública da Paraíba
A/Paraiba/181465-IEC/2022	2022-01-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_10833292	Evandro Chagas Institute	LACEN/PB - Laboratório Central de Saúde Pública da Paraíba
A/Paraiba/181473-IEC/2021	2021-12-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_10866404	Evandro Chagas Institute	LACEN/PB - Laboratório Central de Saúde Pública da Paraíba
A/Acre/181481-IEC/2021	2021-12-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_10866466	Evandro Chagas Institute	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Acre/181489-IEC/2021	2021-12-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_10866467	Evandro Chagas Institute	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Uruguay/6692/2021	2021-12-11	h3n2_flu	South America	Uruguay	Human	EPI_ISL_11300118	National Influenza Center, Ministry of Health	National Influenza Center, Ministry of Health
A/Uruguay/6694/2021	2021-12-10	h3n2_flu	South America	Uruguay	Human	EPI_ISL_11300368	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/6881/2021	2021-12-13	h3n2_flu	South America	Uruguay	Human	EPI_ISL_11300369	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/6884/2021	2021-12-13	h3n2_flu	South America	Uruguay	Human	EPI_ISL_11300370	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Uruguay/6890/2021	2021-12-20	h3n2_flu	South America	Uruguay	Human	EPI_ISL_11300371	National Influenza Center, Ministry of Health	Departamento de Laboratorio de Salud Pública (DLSP)
A/Ecuador/9083/2021	2021-12-28	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496524	Centers for Disease Control and Prevention	INSPI
A/Ecuador/9082/2021	2021-12-28	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496535	Centers for Disease Control and Prevention	INSPI
A/Ecuador/9078/2021	2021-12-27	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496540	Centers for Disease Control and Prevention	INSPI
A/Ecuador/1064/2021	2021-12-30	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496542	Centers for Disease Control and Prevention	INSPI
A/Ecuador/9126/2022	2022-01-26	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496551	Centers for Disease Control and Prevention	INSPI
A/Ecuador/9077/2021	2021-12-27	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496562	Centers for Disease Control and Prevention	INSPI
A/Ecuador/827/2021	2021-12-31	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496569	Centers for Disease Control and Prevention	INSPI
A/Ecuador/9064/2021	2021-12-15	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496570	Centers for Disease Control and Prevention	INSPI
A/Ecuador/3922/2021	2021-12-26	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496571	Centers for Disease Control and Prevention	INSPI
A/Ecuador/1130/2022	2022-01-07	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496573	Centers for Disease Control and Prevention	INSPI
A/Ecuador/9089/2021	2021-12-31	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496574	Centers for Disease Control and Prevention	INSPI
A/Ecuador/9107/2022	2022-01-06	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496576	Centers for Disease Control and Prevention	INSPI
A/Ecuador/4287/2021	2021-11-26	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496577	Centers for Disease Control and Prevention	INSPI
A/Ecuador/819/2021	2021-12-20	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496579	Centers for Disease Control and Prevention	INSPI
A/Ecuador/9092/2021	2021-12-31	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496581	Centers for Disease Control and Prevention	INSPI
A/Ecuador/9112/2022	2022-01-14	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496582	Centers for Disease Control and Prevention	INSPI
A/Ecuador/1062/2021	2021-12-29	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496586	Centers for Disease Control and Prevention	INSPI
A/Ecuador/3916/2021	2021-12-22	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496588	Centers for Disease Control and Prevention	INSPI
A/Ecuador/9103/2022	2022-01-04	h3n2_flu	South America	Ecuador	Human	EPI_ISL_11496590	Centers for Disease Control and Prevention	INSPI
A/Bahia/2301/2022	2022-01-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610906	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/SE - Laboratório Central de Saúde Pública de Sergipe - Instituto Parreira Horta
A/Sergipe/2302/2022	2022-01-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610907	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/SE - Laboratório Central de Saúde Pública de Sergipe - Instituto Parreira Horta
A/Santa_Catarina/2435/2022	2022-01-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610908	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Santa_Catarina/2443/2022	2022-01-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610909	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Para/66769/2021	2021-12-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610910	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Para/66774/2021	2021-12-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610911	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Bahia/66876/2021	2021-12-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610912	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA
A/Bahia/66878/2021	2021-12-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610913	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA
A/Parana/2855/2022	2022-01-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610914	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/66897/2021	2021-12-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610915	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Bahia/2571/2022	2022-01-24	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610916	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA
A/Espirito_Santo/66532/2021	2021-12-15	h3n2_flu	South America	Brazil	Human	EPI_ISL_12610917	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Bagua/FPG00851/2022(H3N2)	2022-01-11	h3n2_flu	South America	Peru	Human	EPI_ISL_13044313	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Bagua/FPG00855/2022(H3N2)	2022-01-11	h3n2_flu	South America	Peru	Human	EPI_ISL_13044314	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Bagua/FPG00873/2022(H3N2)	2022-01-14	h3n2_flu	South America	Peru	Human	EPI_ISL_13044315	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Bagua/FPG00884/2022(H3N2)	2022-01-25	h3n2_flu	South America	Peru	Human	EPI_ISL_13044316	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Iquitos/FPI20341/2022(H3N2)	2022-03-16	h3n2_flu	South America	Peru	Human	EPI_ISL_13044317	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Chanchamayo/FPJ01685/2022(H3N2)	2022-01-24	h3n2_flu	South America	Peru	Human	EPI_ISL_13044318	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Chanchamayo/FPJ01696/2022(H3N2)	2022-02-07	h3n2_flu	South America	Peru	Human	EPI_ISL_13044319	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Chanchamayo/FPJ01702/2022(H3N2)	2022-02-19	h3n2_flu	South America	Peru	Human	EPI_ISL_13044320	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Chanchamayo/FPJ01711/2022(H3N2)	2022-02-25	h3n2_flu	South America	Peru	Human	EPI_ISL_13044321	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Chanchamayo/FPJ01723/2022(H3N2)	2022-03-01	h3n2_flu	South America	Peru	Human	EPI_ISL_13044322	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Chanchamayo/FPJ01729/2022(H3N2)	2022-03-06	h3n2_flu	South America	Peru	Human	EPI_ISL_13044323	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Chanchamayo/FPJ01733/2022(H3N2)	2022-03-09	h3n2_flu	South America	Peru	Human	EPI_ISL_13044324	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Chanchamayo/FPJ01738/2022(H3N2)	2022-03-10	h3n2_flu	South America	Peru	Human	EPI_ISL_13044325	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Piura/FPP04478/2022(H3N2)	2022-01-19	h3n2_flu	South America	Peru	Human	EPI_ISL_13044326	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Piura/FPP04516/2022(H3N2)	2022-02-22	h3n2_flu	South America	Peru	Human	EPI_ISL_13044327	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Piura/FPP04518/2022(H3N2)	2022-02-23	h3n2_flu	South America	Peru	Human	EPI_ISL_13044328	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Piura/FPP04520/2022(H3N2)	2022-02-25	h3n2_flu	South America	Peru	Human	EPI_ISL_13044329	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Piura/FPP04523/2022(H3N2)	2022-02-28	h3n2_flu	South America	Peru	Human	EPI_ISL_13044330	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Piura/FPP04528/2022(H3N2)	2022-03-02	h3n2_flu	South America	Peru	Human	EPI_ISL_13044331	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Piura/FPP04530/2022(H3N2)	2022-03-02	h3n2_flu	South America	Peru	Human	EPI_ISL_13044332	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Tumbes/FPT02280/2022(H3N2)	2022-01-13	h3n2_flu	South America	Peru	Human	EPI_ISL_13044333	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Tumbes/FPT02308/2022(H3N2)	2022-02-16	h3n2_flu	South America	Peru	Human	EPI_ISL_13044334	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Tumbes/FPT02312/2022(H3N2)	2022-02-25	h3n2_flu	South America	Peru	Human	EPI_ISL_13044335	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Tumbes/FPT02314/2022(H3N2)	2022-03-04	h3n2_flu	South America	Peru	Human	EPI_ISL_13044336	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Trujillo/TRU02517/2022(H3N2)	2022-01-17	h3n2_flu	South America	Peru	Human	EPI_ISL_13044337	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Trujillo/TRU02521/2022(H3N2)	2022-01-18	h3n2_flu	South America	Peru	Human	EPI_ISL_13044338	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Trujillo/TRU02559/2022(H3N2)	2022-01-31	h3n2_flu	South America	Peru	Human	EPI_ISL_13044339	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Trujillo/TRU02567/2022(H3N2)	2022-02-03	h3n2_flu	South America	Peru	Human	EPI_ISL_13044340	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Trujillo/TRU02588/2022(H3N2)	2022-03-07	h3n2_flu	South America	Peru	Human	EPI_ISL_13044341	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Trujillo/TRU02590/2022(H3N2)	2022-03-14	h3n2_flu	South America	Peru	Human	EPI_ISL_13044342	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Parana/13329/2022	2022-05-25	h3n2_flu	South America	Brazil	Human	EPI_ISL_13724280	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Santa_Catarina/2444/2022	2022-01-15	h3n2_flu	South America	Brazil	Human	EPI_ISL_13724331	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Guyane/355/2022	2022-03-15	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036324	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/293/2022	2022-02-24	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036325	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/321/2022	2022-03-03	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036326	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/120/2022	2022-01-30	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036327	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/356/2021	2021-11-30	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036328	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/160/2022	2022-02-04	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036329	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/003/2022	2022-01-03	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036330	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/365/2021	2021-12-01	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036331	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/248/2022	2022-02-18	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036332	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/285/2022	2022-02-22	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036333	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/330/2022	2022-03-08	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036334	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/187/2022	2022-02-08	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036335	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/386/2022	2022-04-05	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036336	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
A/Guyane/322/2022	2022-03-02	h3n2_flu	South America	French Guiana	Human	EPI_ISL_14036337	Centers for Disease Control and Prevention	National Influenza Center French Guiana and French Indies
